reportID,speed,crashwith,svhit,cphit,severity,faultfrac,reasoning
30270-13327,0.0,Heavy Truck,Front Right,Rear Right,Property Damage. No Injured Reported,0.0,AV was stationary in a turn lane; heavy truck in front reversed into it.
30270-13309,0.0,Passenger Car,Rear,Front Left,Property Damage. No Injured Reported,0.0,AV was parked with hazard lights; other vehicle hit it while attempting to pass.
30270-13323,0.0,SUV,Front,Rear Left,Property Damage. No Injured Reported,0.0,AV was stationary in traffic; vehicle in front reversed into it.
30270-13322,0.0,Motorcycle,Left,Front Right,Property Damage. No Injured Reported,0.0,AV was stationary yielding; cyclist ran a stop sign and struck it.
30270-13321,0.0,Motorcycle,Right,Front,Property Damage. No Injured Reported,0.0,AV passenger opened door into the path of a motorcycle passing on the right; AV itself not at fault.
30270-13279,0.0,Passenger Car,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,AV was stationary in traffic; rear-ended by another vehicle.
30270-13445,0.0,Passenger Car,Front Right,Rear Right,Property Damage. No Injured Reported,0.0,AV was parked at the curb; other vehicle reversed into it while parallel parking.
13781-13647,17.0,Other Fixed Object,Bottom,,Property Damage. No Injured Reported,1.0,Redacted narrative; AV hit fixed object (bottom)
13781-13648,0.0,Bus,Left|Front,Front Right,Property Damage. No Injured Reported,0.0,Redacted narrative; SV speed was 0
13781-13646,2.0,Other Fixed Object,Bottom,,Property Damage. No Injured Reported,1.0,Redacted narrative; AV backed over fixed object
13781-13645,1.0,Pole / Tree,Rear Right,,Property Damage. No Injured Reported,1.0,Redacted narrative; AV backed into pole/tree
13781-13644,4.0,Heavy Truck,Left,Rear,Property Damage. No Injured Reported,1.0,Redacted narrative; SV hit Parked CP
30270-13607,20.0,"Other, see Narrative",Front Right,Unknown,Property Damage. No Injured Reported,0.0,AV struck a traffic cone intentionally thrown into its path by a passenger in another vehicle.
30270-13586,17.0,Passenger Car,Left,Front Right,Property Damage. No Injured Reported,0.0,AV was proceeding legally through intersection; other vehicle ran a stop sign at high speed and struck it.
30270-13585,0.0,SUV,Front Left,Front,Minor W/O Hospitalization,0.0,AV was stationary; struck by a vehicle that was pushed into it by a third speeding vehicle.
30270-13583,10.0,Other Fixed Object,Bottom,,Property Damage. No Injured Reported,1.0,AV struck raised pavement in its path; single-vehicle incident.
30270-13581,0.0,Heavy Truck,Rear,Right,Property Damage. No Injured Reported,0.0,AV was stationary yielding to traffic; heavy truck hit it while attempting to pass.
30270-13582,11.0,Passenger Car,Rear Left,Front Left,Property Damage. No Injured Reported,0.0,AV proceeded after stopping at a stop sign; other vehicle ran its stop sign and struck the AV.
30270-13575,4.0,Passenger Car,Front,Front Left,Property Damage. No Injured Reported,0.0,AV was slowing in its lane; other vehicle lost control while turning and crossed into AV's lane.
30270-13573,0.0,Passenger Car,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,AV was stopped at a stop sign; rear-ended by another vehicle.
30270-13571,0.0,Van,Rear,Right,Property Damage. No Injured Reported,0.0,Waymo was stationary and parked with hazard lights; van hit it while passing.
30270-13560,0.0,Passenger Car,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stationary at an intersection.
30270-13559,5.0,Other Fixed Object,Bottom,,Property Damage. No Injured Reported,1.0,Waymo AV hit a stationary speed bump causing damage to its undercarriage.
30270-13556,0.0,Pickup Truck,Rear,Front,Property Damage. No Injured Reported,0.0,Waymo was stationary at a red light; pickup truck hit it while turning.
30270-13552,20.0,"Other, see Narrative",Bottom,Unknown,Property Damage. No Injured Reported,1.0,Waymo AV hit a stationary speed bump causing damage to its undercarriage.
30270-13550,0.0,SUV,Rear Right,Front Right,Minor W/O Hospitalization,0.0,Waymo was stationary and rear-ended due to a multi-vehicle collision behind it.
30270-13558,2.0,Passenger Car,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while yielding to oncoming traffic.
30270-13547,0.0,Passenger Car,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stationary at a red light.
30270-13545,0.0,SUV,Rear Right,Front Right,Minor W/O Hospitalization,0.0,Waymo was rear-ended while stationary at a red light.
30270-13546,28.0,Passenger Car,Right,Front,Property Damage. No Injured Reported,0.0,Passenger car turned right on red into the path of the Waymo AV which had a green light.
30270-13544,0.0,SUV,Rear,Right,Property Damage. No Injured Reported,0.0,Waymo was stationary yielding to traffic; SUV hit it while passing.
30270-13543,0.0,Passenger Car,Rear Left,Front,Minor W/O Hospitalization,0.0,Waymo was stationary at a red light; passenger car hit it from behind at high speed.
30270-13542,0.0,Heavy Truck,Right,Rear,Property Damage. No Injured Reported,0.0,Waymo was stationary yielding to a reversing truck which backed into it.
30270-13541,0.0,Pickup Truck,Front,Front Left,Property Damage. No Injured Reported,0.0,Waymo was stationary yielding to traffic; pickup truck hit it from behind.
30270-13540,0.0,Pickup Truck,Rear Left,Right,Property Damage. No Injured Reported,0.0,Waymo was stationary; pickup truck hit it while passing.
30270-13539,0.0,First Responder Vehicle,Rear,Left,Property Damage. No Injured Reported,0.0,Waymo was stationary yielding to a fire engine which hit it while turning.
30270-13538,0.0,Passenger Car,Left,Right,Property Damage. No Injured Reported,0.0,Waymo passenger opened door into traffic but other car was passing in opposing lane. AV itself not at fault.
30270-13514,25.0,Other Fixed Object,Front Right,,Property Damage. No Injured Reported,1.0,AV hit stationary fallen utility line
30270-13513,0.0,Heavy Truck,Front,Rear Left,Property Damage. No Injured Reported,0.0,Waymo was stationary when the truck reversed into it.
30270-13512,0.0,Heavy Truck,Rear,Left,Property Damage. No Injured Reported,0.0,Waymo was stationary yielding to a truck which hit it while passing.
30270-13507,0.0,Heavy Truck,Front,Right,Property Damage. No Injured Reported,0.0,Truck made an improper right turn from the left lane across the Waymo AV's path; Waymo was stationary when hit.
30270-13495,0.0,SUV,Rear Right,Front Right,Minor W/ Hospitalization,0.0,Waymo was rear-ended while stationary at a red light.
30270-13491,0.0,Van,Rear Right,Front Right,Minor W/ Hospitalization,0.0,Waymo was stationary at the curb; van hit it from behind.
30270-13490,9.0,SUV,Rear Right,Front Right,Minor W/O Hospitalization,0.0,Waymo was rear-ended while slowing for a traffic signal.
30270-13506,25.0,"Other, see Narrative",Front,Unknown,Property Damage. No Injured Reported,1.0,AV hit stationary debris
30270-13509,18.0,Other Fixed Object,Front Right,,Property Damage. No Injured Reported,1.0,AV hit stationary fallen utility line
30270-13488,22.0,Passenger Car,Right,Front Right,Minor W/ Hospitalization,0.0,Passenger car entered intersection and hit the side of the Waymo AV which had the right of way.
30270-13487,10.0,Other Fixed Object,Bottom,,Property Damage. No Injured Reported,1.0,Waymo AV hit the pavement due to elevation change causing damage to its undercarriage.
30270-13486,0.0,Passenger Car,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stationary after an unexpected event (hitting a bird).
30270-13485,10.0,Other Fixed Object,Bottom,,Property Damage. No Injured Reported,1.0,Waymo AV hit the pavement due to elevation change causing damage to its undercarriage.
30270-13484,22.0,SUV,Rear Left,Front,No Injured Reported,0.0,SUV ran a stop sign and hit the Waymo AV.
30270-13467,9.0,"Other, see Narrative",Bottom,Unknown,Property Damage. No Injured Reported,1.0,Waymo AV hit the pavement due to elevation change causing damage to its undercarriage.
30270-13452,0.0,Heavy Truck,Front Right,Right,Property Damage. No Injured Reported,0.0,Waymo was stationary yielding to a reversing truck which backed into it.
30270-13449,0.0,SUV,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stationary yielding to an emergency vehicle.
30270-13444,0.0,Passenger Car,Rear,Left,Property Damage. No Injured Reported,0.0,Waymo was stationary yielding to oncoming traffic; the other car hit it while passing.
30270-13443,10.0,Other Fixed Object,Bottom,,Property Damage. No Injured Reported,1.0,Waymo AV hit the pavement causing damage to its undercarriage.
30270-13447,7.0,"Other, see Narrative",Bottom,Unknown,Property Damage. No Injured Reported,0.0,Debris fell directly from the vehicle ahead into the Waymo AV's path leaving no time to react.
30270-13442,0.0,Passenger Car,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stationary at a red light.
30270-13399,0.0,Passenger Car,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was stationary and rear-ended due to a multi-vehicle collision behind it.
30270-13388,0.0,Passenger Car,Front,Front,Minor W/O Hospitalization,0.0,Waymo was stationary yielding to oncoming traffic; the other car hit it.
30270-13402,0.0,Passenger Car,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stationary at a red light.
30270-13396,2.0,SUV,Front,Front Left,Property Damage. No Injured Reported,0.0,SUV attempted to pass the Waymo AV improperly as it was beginning to move from a stop sign.
30270-13407,0.0,Heavy Truck,Rear,Left,Property Damage. No Injured Reported,0.0,Waymo was stationary yielding to a truck which hit it while passing.
30270-13384,0.0,SUV,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stationary at a red light.
30270-13371,3.0,Passenger Car,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while slowing for a traffic signal.
13781-11986,18.0,"Other, see Narrative",Right,Front Right,Property Damage. No Injured Reported,0.5,Redacted narrative; sideswipe/ambiguous
30270-13372,9.0,Passenger Car,Rear Right,Front Right,Minor W/ Hospitalization,0.0,Waymo was rear-ended while slowing to avoid an animal in the roadway.
30270-13370,34.0,Passenger Car,Rear Left,Front,Minor W/O Hospitalization,0.0,Passenger car made an improper right turn into the Waymo AV's lane.
13781-11375,2.0,SUV,Rear Right,Front Right,Minor W/ Hospitalization,0.0,Redacted narrative; CP turned into AV's rear right
30270-13369,2.0,Passenger Car,Rear Left,Left,Property Damage. No Injured Reported,0.0,Waymo was hit by a vehicle that lost control while changing lanes.
30270-13364,0.0,Passenger Car,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stationary yielding to a pedestrian.
30270-13363,9.0,SUV,Rear,Front,Property Damage. No Injured Reported,0.0,Oncoming vehicle entered the Waymo AV's lane; Waymo took evasive action but was hit.
30270-13365,0.0,Van,Left,Right,Property Damage. No Injured Reported,0.0,Waymo was stationary when a passing van hit its mirror.
30610-13376,0.0,SUV,Rear|Rear Right,Front Left|Front Right,Property Damage. No Injured Reported,0.5,AV stopped unexpectedly on green and was rear-ended
30270-13373,22.0,Passenger Car,Right,Front Right,Property Damage. No Injured Reported,0.0,Other car pulled out of driveway into the side of the Waymo.
30270-13310,23.0,Van,Rear Left,Front,Property Damage. No Injured Reported,0.0,Mail truck pulled away from curb into Waymo's lane.
30270-13270,20.0,Animal,Front Left,,Property Damage. No Injured Reported,1.0,AV hit domestic animal
30270-13268,24.0,Passenger Car,Rear Left,Front,Property Damage. No Injured Reported,0.0,Other car turned wide into Waymo's lane.
30270-13276,13.0,SUV,Rear,Front Left,Property Damage. No Injured Reported,0.0,Waymo slowed for an obstacle and was hit from behind by an SUV.
30270-13255,4.0,Passenger Car,Left,Rear Right,Property Damage. No Injured Reported,0.0,Other car ran red light then reversed into Waymo.
30270-13162,0.0,Heavy Truck,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo stopped for a sign and was rear-ended by a truck.
30270-13269,15.0,Pickup Truck,Left,Front Left,Property Damage. No Injured Reported,1.0,Waymo turned left from the wrong lane into a vehicle in the dedicated left turn lane.
30270-13091,0.0,"Other, see Narrative",Rear Right,Unknown,Property Damage. No Injured Reported,1.0,Waymo drove forward while being lifted by a tow truck.
30270-13056,0.0,"Other, see Narrative",Unknown,Unknown,Unknown,0.0,AV stopped in travel lane but other vehicle rear-ended a stopped car
30270-13256,12.0,Other Fixed Object,Front Right,,Property Damage. No Injured Reported,1.0,Waymo drove into a fallen utility line.
30270-13196,20.0,Passenger Car,Rear Left,Front,Property Damage. No Injured Reported,0.0,Other car hit a van and swerved into Waymo.
30270-13195,0.0,SUV,Rear Right,Front Right,Minor W/O Hospitalization,0.0,Chain reaction rear-end pushed SUV into stationary Waymo.
30270-13189,0.0,SUV,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stopped at a stop sign.
30270-13163,0.0,Passenger Car,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stopped at a red light.
30270-13165,0.0,Passenger Car,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stopped to yield to a pedestrian.
30270-13164,0.0,Passenger Car,Front,Rear Left,Property Damage. No Injured Reported,0.0,Other car reversed out of parking stall into stationary Waymo.
30270-13155,0.0,Bus,Rear,Right,Property Damage. No Injured Reported,0.0,Bus hit stationary Waymo while passing.
30270-13129,0.0,Passenger Car,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stopped at a red light.
30270-13090,1.0,"Other, see Narrative",Front Right,Unknown,Property Damage. No Injured Reported,0.0,Gate swung open into Waymo.
30270-13088,2.0,SUV,Rear,Front Left,Property Damage. No Injured Reported,0.0,Waymo stopped before entering street and was rear-ended.
30270-13328,7.0,SUV,Rear,Front Left,Property Damage. No Injured Reported,0.0,SUV passed turning Waymo and hit it.
30270-13254,0.0,Bus,Front Right,Rear Right,Property Damage. No Injured Reported,0.0,Bus reversed into stationary Waymo.
30270-13251,2.0,Passenger Car,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while yielding to pedestrians.
30270-13250,0.0,Heavy Truck,Front Right,Rear Left,Property Damage. No Injured Reported,0.0,Truck reversed into stationary Waymo.
30270-13275,0.0,Passenger Car,Rear,Front Left,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while parked at curb.
30270-13236,0.0,SUV,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stopped at a red light.
30270-13235,0.0,Van,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stopped at a stop sign.
30270-13206,0.0,Heavy Truck,Rear,Rear,Property Damage. No Injured Reported,0.0,Truck hit stationary Waymo while passing on a narrow street.
30270-13274,0.0,SUV,Rear,Right,Property Damage. No Injured Reported,0.0,SUV hit stationary Waymo while passing.
30270-13247,0.0,Passenger Car,Front Right,Rear Right,Property Damage. No Injured Reported,0.0,Car in front reversed into stationary Waymo.
30270-13205,0.0,SUV,Rear,Right,Property Damage. No Injured Reported,0.0,Waymo passenger opened door into passing SUV. AV itself not at fault.
30270-13204,0.0,SUV,Rear Right,Front Left,Property Damage. No Injured Reported,0.0,Waymo stopped before entering street and was rear-ended.
30270-13135,0.0,Heavy Truck,Rear Left,Right,Property Damage. No Injured Reported,0.5,Waymo moved forward while truck was reversing putting itself in the path.
30270-13199,0.0,Pickup Truck,Rear,Front Left,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stopped at a red light.
30270-13312,0.0,SUV,Front Left,Left,Property Damage. No Injured Reported,0.0,SUV hit stationary Waymo while squeezing past.
30270-13311,0.0,SUV,Left,Rear Right,Property Damage. No Injured Reported,0.0,SUV reversed into stationary Waymo.
30270-13201,0.0,First Responder Vehicle,Front Right,Rear Right,Property Damage. No Injured Reported,0.0,Police SUV reversed into stationary Waymo.
30270-13102,9.0,Passenger Car,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while slowing for a stop sign.
30270-13095,30.0,"Other, see Narrative",Front Right,Unknown,Property Damage. No Injured Reported,0.0,Tree branch fell directly into Waymo's path.
30270-13238,0.0,Passenger Car,Front Right,Rear Right,Property Damage. No Injured Reported,0.0,Car reversed into stationary Waymo.
30270-13085,33.0,Passenger Car,Left,Front Right,Property Damage. No Injured Reported,0.0,Other car ran red light and turned into Waymo.
30270-13066,0.0,Bus,Rear,Right,Property Damage. No Injured Reported,0.0,Bus hit stationary Waymo while passing.
30270-13082,0.0,Bus,Front,Right,Property Damage. No Injured Reported,0.0,Bus hit stationary Waymo.
30270-13084,2.0,SUV,Front,Right,Property Damage. No Injured Reported,0.5,Waymo started moving while being passed by SUV.
30270-13099,0.0,Passenger Car,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Chain reaction rear-end into stationary Waymo.
30270-13325,9.0,"Other, see Narrative",Bottom,Unknown,Property Damage. No Injured Reported,1.0,Waymo drove onto a raised street/sidewalk and bottomed out.
30270-13326,0.0,Pickup Truck,Rear,Right,Property Damage. No Injured Reported,0.0,Truck hit stationary Waymo while passing.
30270-13324,0.0,Heavy Truck,Left,Right,Property Damage. No Injured Reported,0.0,Truck hit stationary Waymo while passing.
30270-13320,0.0,Passenger Car,Rear,Front Left,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while yielding to oncoming traffic.
30270-13301,0.0,Passenger Car,Rear,Left,Property Damage. No Injured Reported,0.0,Waymo was stationary and yielding when hit by a passing car.
30270-13303,0.0,SUV,Rear Right,Front Left,Property Damage. No Injured Reported,0.0,Waymo was stationary and rear-ended in a chain reaction.
30270-13302,0.0,First Responder Vehicle,Rear Left,Right,Property Damage. No Injured Reported,0.0,Waymo was stationary and yielding when hit by a turning fire truck.
30270-13300,0.0,Heavy Truck,Left,Right,Property Damage. No Injured Reported,0.0,Waymo was stationary and yielding when hit by a passing heavy truck.
30270-13287,0.0,Pickup Truck,Rear Right,Front Right,Minor W/O Hospitalization,0.0,Waymo was rear-ended while stationary.
30270-13278,0.0,Heavy Truck,Front,Rear Left,Property Damage. No Injured Reported,0.0,Waymo was stationary and reversed into by a heavy truck.
30270-13277,0.0,"Other, see Narrative",Front Right,Rear Right,Property Damage. No Injured Reported,0.0,Waymo was stationary and reversed into by a street sweeper.
30270-13267,6.0,"Other, see Narrative",Right,Rear Right,Property Damage. No Injured Reported,0.0,Waymo was reversed into by a golf cart.
30270-13246,1.0,Other Fixed Object,Front Left,,Property Damage. No Injured Reported,1.0,Waymo reversed into a stationary parking bollard.
30270-13244,0.0,Passenger Car,Rear Right,Front Right,Minor W/O Hospitalization,0.0,Waymo was rear-ended while stationary in traffic.
30270-13243,0.0,Bus,Rear,Right,Property Damage. No Injured Reported,0.0,Waymo was parked and hit by a passing bus.
30270-13242,0.0,Bus,Rear,Right,Property Damage. No Injured Reported,0.0,Waymo was stopped and hit by a passing bus.
30270-13241,0.0,Bus,Left,Right,Property Damage. No Injured Reported,0.0,Waymo was stationary at a red light and hit by a turning bus.
30270-13240,23.0,Passenger Car,Rear Left,Front,Property Damage. No Injured Reported,0.0,Passenger car changed lanes into the Waymo AV.
13781-13237,0.0,"Other, see Narrative",Rear Left|Rear Right,Front Right,No Injured Reported,0.0,Redacted narrative; SV speed was 0
30270-13239,1.0,Passenger Car,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while proceeding to turn.
30270-13202,7.0,SUV,Rear Left,Rear,Property Damage. No Injured Reported,0.0,SUV reversed into the Waymo AV while it was passing.
30270-13194,0.0,Passenger Car,Left,Right,Property Damage. No Injured Reported,0.0,Waymo was parked and hit by a passing car.
30270-13197,0.0,Passenger Car,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stationary in traffic.
30270-13193,39.0,"Other, see Narrative",Bottom,Unknown,Property Damage. No Injured Reported,1.0,Waymo hit a fallen street sign in its lane of travel.
30270-13192,0.0,Passenger Car,Rear,Front Left,Minor W/ Hospitalization,0.0,Waymo was stationary and hit by a speeding car.
30270-13190,0.0,Passenger Car,Rear Right,Front Right,Minor W/O Hospitalization,0.0,Waymo was rear-ended while stationary in traffic.
30270-13198,0.0,Passenger Car,Rear Right,Front Right,Unknown,0.0,Waymo was rear-ended while stationary at a red light.
30270-13167,2.0,Passenger Car,Rear Right,Front Right,Unknown,0.0,Waymo was rear-ended while proceeding slowly.
30270-13161,4.0,Non-Motorist: Pedestrian,Rear Left,,Moderate W/ Hospitalization,0.0,Passenger exited moving vehicle and placed foot under tire.
30270-13148,0.0,Passenger Car,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stationary at a green light.
30270-13159,0.0,Heavy Truck,Front Right,Rear Right,Property Damage. No Injured Reported,0.0,Waymo was stationary and reversed into by a heavy truck.
30270-13160,8.0,"Other, see Narrative",Bottom,Unknown,Property Damage. No Injured Reported,1.0,Waymo undercarriage hit the pavement at a parking lot entrance.
30270-13137,0.0,Passenger Car,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stationary yielding to a pedestrian.
30270-13133,1.0,Heavy Truck,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while slowing for a turn.
30270-13144,0.0,Pickup Truck,Rear,Front Left,Property Damage. No Injured Reported,0.0,Waymo was parked and rear-ended by a pickup truck.
30270-13130,0.0,Passenger Car,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended in a chain reaction while stationary.
30270-13128,0.0,Passenger Car,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while parked in-lane.
30270-13127,0.0,Heavy Truck,Rear,Rear,Property Damage. No Injured Reported,0.0,Waymo was stationary and hit by a passing heavy truck.
30270-13126,0.0,Heavy Truck,Front,Rear,Property Damage. No Injured Reported,0.0,Waymo was stationary and hit by a passing heavy truck.
30270-13100,0.0,Van,Rear Right,Front Right,Minor W/O Hospitalization,0.0,Waymo was rear-ended while stationary at a green light.
30270-11849,0.0,SUV,Rear,Front Right,Unknown,0.0,Waymo was parked and hit by an SUV.
30270-11887,7.0,SUV,Rear,Right,Property Damage. No Injured Reported,0.0,Passenger in adjacent SUV opened door into moving Waymo AV.
30270-11933,40.0,SUV,Right,Front,Property Damage. No Injured Reported,0.0,SUV changed lanes into the Waymo AV.
30270-11865,0.0,Heavy Truck,Rear,Front Left,No Injured Reported,0.0,Waymo was stationary and reversed into by a heavy truck.
30270-13092,0.0,Passenger Car,Rear Right,Front Right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended in a chain reaction while stationary.
30270-13096,30.0,"Other, see Narrative",Front,Unknown,Property Damage. No Injured Reported,0.6,"Waymo struck a suspended wire held up by a pedestrian (likely failed to detect obstacle, but possible late sabotage)."
30270-12070,5.0,Animal,Rear Left,,No Injured Reported,1.0,Waymo ran over a cat that was under the vehicle before it started moving.
30270-13028,0.0,Passenger Car,Front Left,Rear,Property Damage. No Injured Reported,0.0,Waymo was stationary and reversed into by a passenger car.
30270-12063,0.0,Passenger Car,Rear,Right,Property Damage. No Injured Reported,0.0,Waymo was stationary and hit by a car changing lanes.
30270-12062,1.0,Passenger Car,Rear,Front Left,Property Damage. No Injured Reported,0.0,Passenger car hit Waymo while attempting to pass.
30270-12042,0.0,Heavy Truck,Front Right,Rear Right,Property Damage. No Injured Reported,0.0,Waymo was stationary and reversed into by a heavy truck.
30270-12008,0.0,Passenger Car,Front Right,Rear Right,Property Damage. No Injured Reported,0.0,Waymo was stationary and reversed into by a passenger car.
30270-11949,0.0,SUV,Front Right,Rear Right,Property Damage. No Injured Reported,0.0,Waymo was stationary and reversed into by an SUV.
30270-11957,0.0,Heavy Truck,Front,Front Left,Property Damage. No Injured Reported,0.0,Waymo was stationary and hit by a heavy truck proceeding forward.
