reportID,speed,crashwith,svhit,cphit,severity,faultfrac,reasoning
30270-13509,18,Other Fixed Object,front right,,Property Damage. No Injured Reported,1.0,AV hit stationary fallen utility line
30270-13488,22,Passenger Car,right,front right,Minor W/ Hospitalization,0.0,Passenger car entered intersection and hit the side of the Waymo AV which had the right of way.
30270-13487,10,Other Fixed Object,bottom,,Property Damage. No Injured Reported,1.0,Waymo AV hit the pavement due to elevation change causing damage to its undercarriage.
30270-13486,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stationary after an unexpected event (hitting a bird).
30270-13485,10,Other Fixed Object,bottom,,Property Damage. No Injured Reported,1.0,Waymo AV hit the pavement due to elevation change causing damage to its undercarriage.
30270-13484,22,SUV,rear left,front,No Injured Reported,0.0,SUV ran a stop sign and hit the Waymo AV.
30270-13467,9,"Other, see Narrative",bottom,unknown,Property Damage. No Injured Reported,1.0,Waymo AV hit the pavement due to elevation change causing damage to its undercarriage.
30270-13452,0,Heavy Truck,front right,right,Property Damage. No Injured Reported,0.0,Waymo was stationary yielding to a reversing truck which backed into it.
30270-13449,0,SUV,rear right,front right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stationary yielding to an emergency vehicle.
30270-13444,0,Passenger Car,rear,left,Property Damage. No Injured Reported,0.0,Waymo was stationary yielding to oncoming traffic; the other car hit it while passing.
30270-13443,10,Other Fixed Object,bottom,,Property Damage. No Injured Reported,1.0,Waymo AV hit the pavement causing damage to its undercarriage.
30270-13447,7,"Other, see Narrative",bottom,unknown,Property Damage. No Injured Reported,0.0,Debris fell directly from the vehicle ahead into the Waymo AV's path leaving no time to react.
30270-13442,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stationary at a red light.
30270-13399,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0.0,Waymo was stationary and rear-ended due to a multi-vehicle collision behind it.
30270-13388,0,Passenger Car,front,front,Minor W/O Hospitalization,0.0,Waymo was stationary yielding to oncoming traffic; the other car hit it.
30270-13402,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stationary at a red light.
30270-13396,2,SUV,front,front left,Property Damage. No Injured Reported,0.0,SUV attempted to pass the Waymo AV improperly as it was beginning to move from a stop sign.
30270-13407,0,Heavy Truck,rear,left,Property Damage. No Injured Reported,0.0,Waymo was stationary yielding to a truck which hit it while passing.
30270-13384,0,SUV,rear right,front right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stationary at a red light.
30270-13371,3,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while slowing for a traffic signal.
13781-11986,18,"Other, see Narrative",right,front right,Property Damage. No Injured Reported,0.5,Redacted narrative; sideswipe/ambiguous
30270-13372,9,Passenger Car,rear right,front right,Minor W/ Hospitalization,0.0,Waymo was rear-ended while slowing to avoid an animal in the roadway.
30270-13370,34,Passenger Car,rear left,front,Minor W/O Hospitalization,0.0,Passenger car made an improper right turn into the Waymo AV's lane.
13781-11375,2,SUV,rear right,front right,Minor W/ Hospitalization,0.0,Redacted narrative; CP turned into AV's rear right
30270-13369,2,Passenger Car,rear left,left,Property Damage. No Injured Reported,0.0,Waymo was hit by a vehicle that lost control while changing lanes.
30270-13364,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stationary yielding to a pedestrian.
30270-13363,9,SUV,rear,front,Property Damage. No Injured Reported,0.0,Oncoming vehicle entered the Waymo AV's lane; Waymo took evasive action but was hit.
30270-13365,0,Van,left,right,Property Damage. No Injured Reported,0.0,Waymo was stationary when a passing van hit its mirror.
30610-13376,0,SUV,rear + rear right,front left + front right,Property Damage. No Injured Reported,0.5,AV stopped unexpectedly on green and was rear-ended
30270-13373,22,Passenger Car,right,front right,Property Damage. No Injured Reported,0.0,Other car pulled out of driveway into the side of the Waymo.
30270-13310,23,Van,rear left,front,Property Damage. No Injured Reported,0.0,Mail truck pulled away from curb into Waymo's lane.
30270-13270,20,Animal,front left,,Property Damage. No Injured Reported,1.0,AV hit domestic animal
30270-13268,24,Passenger Car,rear left,front,Property Damage. No Injured Reported,0.0,Other car turned wide into Waymo's lane.
30270-13276,13,SUV,rear,front left,Property Damage. No Injured Reported,0.0,Waymo slowed for an obstacle and was hit from behind by an SUV.
30270-13255,4,Passenger Car,left,rear right,Property Damage. No Injured Reported,0.0,Other car ran red light then reversed into Waymo.
30270-13162,0,Heavy Truck,rear right,front right,Property Damage. No Injured Reported,0.0,Waymo stopped for a sign and was rear-ended by a truck.
30270-13269,15,Pickup Truck,left,front left,Property Damage. No Injured Reported,1.0,Waymo turned left from the wrong lane into a vehicle in the dedicated left turn lane.
30270-13091,0,"Other, see Narrative",rear right,unknown,Property Damage. No Injured Reported,1.0,Waymo drove forward while being lifted by a tow truck.
30270-13056,0,"Other, see Narrative",unknown,unknown,Unknown,0.0,AV stopped in travel lane but other vehicle rear-ended a stopped car
30270-13256,12,Other Fixed Object,front right,,Property Damage. No Injured Reported,1.0,Waymo drove into a fallen utility line.
30270-13196,20,Passenger Car,rear left,front,Property Damage. No Injured Reported,0.0,Other car hit a van and swerved into Waymo.
30270-13195,0,SUV,rear right,front right,Minor W/O Hospitalization,0.0,Chain reaction rear-end pushed SUV into stationary Waymo.
30270-13189,0,SUV,rear right,front right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stopped at a stop sign.
30270-13163,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stopped at a red light.
30270-13165,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stopped to yield to a pedestrian.
30270-13164,0,Passenger Car,front,rear left,Property Damage. No Injured Reported,0.0,Other car reversed out of parking stall into stationary Waymo.
30270-13155,0,Bus,rear,right,Property Damage. No Injured Reported,0.0,Bus hit stationary Waymo while passing.
30270-13129,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stopped at a red light.
30270-13090,1,"Other, see Narrative",front right,unknown,Property Damage. No Injured Reported,0.0,Gate swung open into Waymo.
30270-13088,2,SUV,rear,front left,Property Damage. No Injured Reported,0.0,Waymo stopped before entering street and was rear-ended.
30270-13328,7,SUV,rear,front left,Property Damage. No Injured Reported,0.0,SUV passed turning Waymo and hit it.
30270-13254,0,Bus,front right,rear right,Property Damage. No Injured Reported,0.0,Bus reversed into stationary Waymo.
30270-13251,2,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while yielding to pedestrians.
30270-13250,0,Heavy Truck,front right,rear left,Property Damage. No Injured Reported,0.0,Truck reversed into stationary Waymo.
30270-13275,0,Passenger Car,rear,front left,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while parked at curb.
30270-13236,0,SUV,rear right,front right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stopped at a red light.
30270-13235,0,Van,rear right,front right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stopped at a stop sign.
30270-13206,0,Heavy Truck,rear,rear,Property Damage. No Injured Reported,0.0,Truck hit stationary Waymo while passing on a narrow street.
30270-13274,0,SUV,rear,right,Property Damage. No Injured Reported,0.0,SUV hit stationary Waymo while passing.
30270-13247,0,Passenger Car,front right,rear right,Property Damage. No Injured Reported,0.0,Car in front reversed into stationary Waymo.
30270-13205,0,SUV,rear,right,Property Damage. No Injured Reported,0.0,Waymo passenger opened door into passing SUV. AV itself not at fault.
30270-13204,0,SUV,rear right,front left,Property Damage. No Injured Reported,0.0,Waymo stopped before entering street and was rear-ended.
30270-13135,0,Heavy Truck,rear left,right,Property Damage. No Injured Reported,0.5,Waymo moved forward while truck was reversing putting itself in the path.
30270-13199,0,Pickup Truck,rear,front left,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stopped at a red light.
30270-13312,0,SUV,front left,left,Property Damage. No Injured Reported,0.0,SUV hit stationary Waymo while squeezing past.
30270-13311,0,SUV,left,rear right,Property Damage. No Injured Reported,0.0,SUV reversed into stationary Waymo.
30270-13201,0,First Responder Vehicle,front right,rear right,Property Damage. No Injured Reported,0.0,Police SUV reversed into stationary Waymo.
30270-13102,9,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while slowing for a stop sign.
30270-13095,30,"Other, see Narrative",front right,unknown,Property Damage. No Injured Reported,0.0,Tree branch fell directly into Waymo's path.
30270-13238,0,Passenger Car,front right,rear right,Property Damage. No Injured Reported,0.0,Car reversed into stationary Waymo.
30270-13085,33,Passenger Car,left,front right,Property Damage. No Injured Reported,0.0,Other car ran red light and turned into Waymo.
30270-13066,0,Bus,rear,right,Property Damage. No Injured Reported,0.0,Bus hit stationary Waymo while passing.
30270-13082,0,Bus,front,right,Property Damage. No Injured Reported,0.0,Bus hit stationary Waymo.
30270-13084,2,SUV,front,right,Property Damage. No Injured Reported,0.5,Waymo started moving while being passed by SUV.
30270-13099,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0.0,Chain reaction rear-end into stationary Waymo.
30270-13325,9,"Other, see Narrative",bottom,unknown,Property Damage. No Injured Reported,1.0,Waymo drove onto a raised street/sidewalk and bottomed out.
30270-13326,0,Pickup Truck,rear,right,Property Damage. No Injured Reported,0.0,Truck hit stationary Waymo while passing.
30270-13324,0,Heavy Truck,left,right,Property Damage. No Injured Reported,0.0,Truck hit stationary Waymo while passing.
30270-13320,0,Passenger Car,rear,front left,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while yielding to oncoming traffic.
30270-13301,0,Passenger Car,rear,left,Property Damage. No Injured Reported,0.0,Waymo was stationary and yielding when hit by a passing car.
30270-13303,0,SUV,rear right,front left,Property Damage. No Injured Reported,0.0,Waymo was stationary and rear-ended in a chain reaction.
30270-13302,0,First Responder Vehicle,rear left,right,Property Damage. No Injured Reported,0.0,Waymo was stationary and yielding when hit by a turning fire truck.
30270-13300,0,Heavy Truck,left,right,Property Damage. No Injured Reported,0.0,Waymo was stationary and yielding when hit by a passing heavy truck.
30270-13287,0,Pickup Truck,rear right,front right,Minor W/O Hospitalization,0.0,Waymo was rear-ended while stationary.
30270-13278,0,Heavy Truck,front,rear left,Property Damage. No Injured Reported,0.0,Waymo was stationary and reversed into by a heavy truck.
30270-13277,0,"Other, see Narrative",front right,rear right,Property Damage. No Injured Reported,0.0,Waymo was stationary and reversed into by a street sweeper.
30270-13267,6,"Other, see Narrative",right,rear right,Property Damage. No Injured Reported,0.0,Waymo was reversed into by a golf cart.
30270-13246,1,Other Fixed Object,front left,,Property Damage. No Injured Reported,1.0,Waymo reversed into a stationary parking bollard.
30270-13244,0,Passenger Car,rear right,front right,Minor W/O Hospitalization,0.0,Waymo was rear-ended while stationary in traffic.
30270-13243,0,Bus,rear,right,Property Damage. No Injured Reported,0.0,Waymo was parked and hit by a passing bus.
30270-13242,0,Bus,rear,right,Property Damage. No Injured Reported,0.0,Waymo was stopped and hit by a passing bus.
30270-13241,0,Bus,left,right,Property Damage. No Injured Reported,0.0,Waymo was stationary at a red light and hit by a turning bus.
30270-13240,23,Passenger Car,rear left,front,Property Damage. No Injured Reported,0.0,Passenger car changed lanes into the Waymo AV.
13781-13237,0,"Other, see Narrative",rear left + rear right,front right,No Injured Reported,0.0,Redacted narrative; SV speed was 0
30270-13239,1,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while proceeding to turn.
30270-13202,7,SUV,rear left,rear,Property Damage. No Injured Reported,0.0,SUV reversed into the Waymo AV while it was passing.
30270-13194,0,Passenger Car,left,right,Property Damage. No Injured Reported,0.0,Waymo was parked and hit by a passing car.
30270-13197,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stationary in traffic.
30270-13193,39,"Other, see Narrative",bottom,unknown,Property Damage. No Injured Reported,1.0,Waymo hit a fallen street sign in its lane of travel.
30270-13192,0,Passenger Car,rear,front left,Minor W/ Hospitalization,0.0,Waymo was stationary and hit by a speeding car.
30270-13190,0,Passenger Car,rear right,front right,Minor W/O Hospitalization,0.0,Waymo was rear-ended while stationary in traffic.
30270-13198,0,Passenger Car,rear right,front right,Unknown,0.0,Waymo was rear-ended while stationary at a red light.
30270-13167,2,Passenger Car,rear right,front right,Unknown,0.0,Waymo was rear-ended while proceeding slowly.
30270-13161,4,Non-Motorist: Pedestrian,rear left,,Moderate W/ Hospitalization,0.0,Passenger exited moving vehicle and placed foot under tire.
30270-13148,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stationary at a green light.
30270-13159,0,Heavy Truck,front right,rear right,Property Damage. No Injured Reported,0.0,Waymo was stationary and reversed into by a heavy truck.
30270-13160,8,"Other, see Narrative",bottom,unknown,Property Damage. No Injured Reported,1.0,Waymo undercarriage hit the pavement at a parking lot entrance.
30270-13137,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while stationary yielding to a pedestrian.
30270-13133,1,Heavy Truck,rear right,front right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while slowing for a turn.
30270-13144,0,Pickup Truck,rear,front left,Property Damage. No Injured Reported,0.0,Waymo was parked and rear-ended by a pickup truck.
30270-13130,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended in a chain reaction while stationary.
30270-13128,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended while parked in-lane.
30270-13127,0,Heavy Truck,rear,rear,Property Damage. No Injured Reported,0.0,Waymo was stationary and hit by a passing heavy truck.
30270-13126,0,Heavy Truck,front,rear,Property Damage. No Injured Reported,0.0,Waymo was stationary and hit by a passing heavy truck.
30270-13100,0,Van,rear right,front right,Minor W/O Hospitalization,0.0,Waymo was rear-ended while stationary at a green light.
30270-11849,0,SUV,rear,front right,Unknown,0.0,Waymo was parked and hit by an SUV.
30270-11887,7,SUV,rear,right,Property Damage. No Injured Reported,0.0,Passenger in adjacent SUV opened door into moving Waymo AV.
30270-11933,40,SUV,right,front,Property Damage. No Injured Reported,0.0,SUV changed lanes into the Waymo AV.
30270-11865,0,Heavy Truck,rear,front left,No Injured Reported,0.0,Waymo was stationary and reversed into by a heavy truck.
30270-13092,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0.0,Waymo was rear-ended in a chain reaction while stationary.
30270-13096,30,"Other, see Narrative",front,unknown,Property Damage. No Injured Reported,0.6,"Waymo struck a suspended wire held up by a pedestrian (likely failed to detect obstacle, but possible late sabotage)."
30270-12070,5,Animal,rear left,,No Injured Reported,1.0,Waymo ran over a cat that was under the vehicle before it started moving.
30270-13028,0,Passenger Car,front left,rear,Property Damage. No Injured Reported,0.0,Waymo was stationary and reversed into by a passenger car.
30270-12063,0,Passenger Car,rear,right,Property Damage. No Injured Reported,0.0,Waymo was stationary and hit by a car changing lanes.
30270-12062,1,Passenger Car,rear,front left,Property Damage. No Injured Reported,0.0,Passenger car hit Waymo while attempting to pass.
30270-12042,0,Heavy Truck,front right,rear right,Property Damage. No Injured Reported,0.0,Waymo was stationary and reversed into by a heavy truck.
30270-12008,0,Passenger Car,front right,rear right,Property Damage. No Injured Reported,0.0,Waymo was stationary and reversed into by a passenger car.
30270-11949,0,SUV,front right,rear right,Property Damage. No Injured Reported,0.0,Waymo was stationary and reversed into by an SUV.
30270-11957,0,Heavy Truck,front,front left,Property Damage. No Injured Reported,0.0,Waymo was stationary and hit by a heavy truck proceeding forward.
30270-11955,0,Van,rear,rear,Property Damage. No Injured Reported,0.0,Waymo was stationary and hit by a passing van.
30270-11907,24,SUV,rear left,front left,Property Damage. No Injured Reported,0.0,SUV pulled into Waymo's lane and hit the AV.
30270-11928,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0.0,AV was stationary and rear-ended by a passenger car.
30270-11954,0,Bus,rear,right,Property Damage. No Injured Reported,0.0,AV was stationary with hazards and hit by a bus changing lanes.
30270-11932,0,SUV,front,rear right,Property Damage. No Injured Reported,0.0,AV was stationary and an SUV reversed into it.
30270-13053,0,Passenger Car,front,rear left,Minor W/O Hospitalization,0.0,AV was stationary and a passenger car reversed into it.
30270-11956,0,Passenger Car,front right,rear right,Property Damage. No Injured Reported,0.0,AV was stationary and a passenger car reversed into it.
30270-11953,14,Passenger Car,rear left,front,Property Damage. No Injured Reported,0.0,AV was in its lane and a parked car pulled out into it.
30270-11791,0,Passenger Car,left,right,Minor W/O Hospitalization,0.0,AV was stationary and hit in a chain reaction caused by another vehicle crossing the double yellow line.
30270-12019,0,Heavy Truck,rear,left,Property Damage. No Injured Reported,0.0,AV was stationary and hit by a passing heavy truck.
30270-12046,5,"Other, see Narrative",front,unknown,Property Damage. No Injured Reported,1.0,AV proceeded to turn and hit a stationary movable traffic barrier.
30270-12000,0,SUV,front right,rear right,Property Damage. No Injured Reported,0.0,AV was parked and an SUV reversed into it.
30270-11960,0,Passenger Car,left,right,Property Damage. No Injured Reported,0.0,AV passenger opened door into a passing car; AV driving system not at fault.
30270-11988,0,Heavy Truck,left,left,Property Damage. No Injured Reported,0.0,AV was stationary and a heavy truck crossed the double yellow line into it.
30270-11999,20,"Other, see Narrative",rear,unknown,Property Damage. No Injured Reported,0.0,A basketball rolled into the side of the moving AV.
30270-11958,0,Bus,front right,rear right,Property Damage. No Injured Reported,0.0,AV was stationary and a bus reversed into it.
30270-13025,1,Passenger Car,rear,front left,Property Damage. No Injured Reported,0.0,AV slowed for a skateboarder and was rear-ended.
30270-11906,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0.0,AV was stationary and rear-ended.
