reportID,speed,crashwith,svhit,cphit,severity,faultfrac,reasoning
30270-11452,0,Non-Motorist: Scooter - Skateboard,right,,Minor W/O Hospitalization,0,Passenger opened door into traffic; not AV system fault
30270-11281,0,Bus,left,right,Property Damage. No Injured Reported,0,Passenger opened door into traffic; not AV system fault
30270-11428,0,SUV,rear right,front right,Property Damage. No Injured Reported,0,AV stationary; rear-ended by other vehicle
30270-11334,4,Other Fixed Object,bottom,,Property Damage. No Injured Reported,0.9,AV hit median during U-turn; AV at fault
30270-11412,0,Passenger Car,left,left,Property Damage. No Injured Reported,0,AV stationary; struck by passing vehicle
30270-11495,0,Bus,rear,right,Property Damage. No Injured Reported,0,Passenger opened door into traffic; not AV system fault
30270-11544,7,Passenger Car,rear,front left,Property Damage. No Injured Reported,0,AV rear-ended by other vehicle
30270-11561,18,"Other, see Narrative",left,unknown,Property Damage. No Injured Reported,0.1,Pedestrian pushed shopping cart into AV
30270-11502,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV stationary; struck by passing vehicle
30270-11522,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV stationary; rear-ended by other vehicle
30270-11589,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV stationary; rear-ended by other vehicle
30270-11433,0,Heavy Truck,rear,left,Minor W/ Hospitalization,0.1,AV stopped on narrow road; other hit while passing
30270-11525,0,Heavy Truck,left,right,Property Damage. No Injured Reported,0,AV stationary; other crossed into AV lane
30270-11475,0,Van,rear right,front right,Minor W/O Hospitalization,0,AV stationary; rear-ended by other vehicle
30270-11450,0,SUV,front + left,front + left,Moderate W/O Hospitalization,0,AV stationary; struck by passing vehicle
30270-11569,5,Passenger Car,left,rear left,Property Damage. No Injured Reported,0.1,Other car passenger opened door into AV path
30270-11516,13,Heavy Truck,left,rear right,Property Damage. No Injured Reported,0.2,Heavy truck reversed into AV passing behind it
30270-11474,0,SUV,rear left,front,Property Damage. No Injured Reported,0,AV stationary at red light; rear-ended by SUV
30270-11501,7,Pickup Truck,right,left,Property Damage. No Injured Reported,0.3,AV sideswiped parked truck's open door while passing
30270-11469,0,Bus,rear,left,Property Damage. No Injured Reported,0.1,AV was stationary; bus turned left into stopped AV
30270-11547,0,Heavy Truck,rear,left,Property Damage. No Injured Reported,0,AV stopped yielding; garbage truck sideswiped it passing
30270-11564,0,Passenger Car,rear,right,Property Damage. No Injured Reported,0,AV stationary; passenger car maneuvered into stopped AV
30270-11588,0,SUV,rear,front left,Property Damage. No Injured Reported,0,AV stationary at stop sign; rear-ended by SUV
30270-11508,0,Pickup Truck,rear,left,Property Damage. No Injured Reported,0,AV parked for pickup; pickup truck sideswiped it passing
30270-11542,0,Pickup Truck,front,left,Property Damage. No Injured Reported,0,AV stationary yielding; pickup sideswiped it passing
30270-11591,22,"Other, see Narrative",rear,unknown,Property Damage. No Injured Reported,0,Mechanical failure (wheel separated); not an AI driving fault
30270-11490,0,Passenger Car,rear,front left,Property Damage. No Injured Reported,0,AV parked; chain-reaction pushed car into stationary AV
30270-11548,2,Other Fixed Object,right,,Property Damage. No Injured Reported,0.8,AV drove into vegetation extending into alley roadway
30270-11611,2,Pickup Truck,rear left,front right,Property Damage. No Injured Reported,0.4,AV changing lanes; pickup in target lane moved forward into AV
30270-11590,0,SUV,rear,right,Property Damage. No Injured Reported,0,AV parked; SUV sideswiped stationary AV while passing
30270-11498,0,Passenger Car,rear left,rear,Property Damage. No Injured Reported,0,AV parked; passenger car reversed into stationary AV
30270-11500,13,"Other, see Narrative",front,unknown,Property Damage. No Injured Reported,0.9,AV drove over removed pavement section in construction zone
30270-11594,2,Other Fixed Object,front right,,Property Damage. No Injured Reported,0.5,Flagger arm lowered onto AV then AV drove forward into it
30270-11496,0,Motorcycle,right,front right,Minor W/O Hospitalization,0,AV stationary; motorcycle lane-split and fell into AV
30270-11673,0,SUV,rear right,front right,Property Damage. No Injured Reported,0,AV stationary at stop sign; rear-ended by SUV
30270-11565,0,"Other, see Narrative",front,left,Property Damage. No Injured Reported,0,AV stopped in crosswalk; trailer sideswiped it turning
30270-11456,0,Motorcycle,rear left,front right,Property Damage. No Injured Reported,0,AV parked; motorcycle changed lanes into stationary AV
30270-11488,0,Passenger Car,rear right,front right,Minor W/O Hospitalization,0,AV stationary; rear-ended by passenger car
30270-11545,15,Passenger Car,front right,left,Property Damage. No Injured Reported,0.1,Other car ran red light; AV braked but still made contact
30270-11605,0,SUV,rear,right,No Injured Reported,0,AV parked; passenger opened door into path of passing SUV; not AV system fault
30270-11523,0,Van,rear,left,Property Damage. No Injured Reported,0,AV stationary yielding; van sideswiped it on narrow street
30270-11543,0,SUV,rear,front left + right,Property Damage. No Injured Reported,0,AV parked; SUV sideswiped stationary AV while passing
30270-11567,0,SUV,rear,right,Property Damage. No Injured Reported,0,AV parked; SUV sideswiped it while completing right turn
30270-11573,0,SUV,rear,rear right,Minor W/O Hospitalization,0,AV parked; SUV reversed out of stall into stationary AV
30270-11607,8,Passenger Car,rear,front left,Property Damage. No Injured Reported,0.5,AV merging from parking spot; car hit AV's rear left
30270-11546,29,Other Fixed Object,front right,,Property Damage. No Injured Reported,0.7,AV drove into fallen utility line hanging in travel lane
30270-11596,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV stationary at red light; rear-ended by passenger car
30270-11621,32,Passenger Car,right,front,Property Damage. No Injured Reported,0,Other car changed lanes into AV's lane of travel
30270-11622,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV stationary at red light; rear-ended by passenger car
30270-11476,24,Passenger Car,rear,front left,Minor W/O Hospitalization,0,AV proceeding straight; rear-ended by speeding car
30270-11571,9,"Other, see Narrative",front right + rear right + bottom,unknown,Property Damage. No Injured Reported,0.9,AV drove through standing water causing damage
30270-11671,3,Pickup Truck,front left,rear,Property Damage. No Injured Reported,0.9,AV hit parked flatbed trailer while exiting parking spot
30270-11765,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV stationary at red light; rear-ended by passenger car
30270-11672,25,"Other, see Narrative",front left + bottom,unknown,Property Damage. No Injured Reported,0.9,AV drove into pothole in roadway
30270-11753,0,SUV,rear,right,Property Damage. No Injured Reported,0,AV stopped; passenger opened door into path of passing SUV; not AV system fault
30270-11763,0,SUV,rear,front left,Property Damage. No Injured Reported,0,AV stationary in traffic queue; SUV hit rear from behind
30270-11795,32,Passenger Car,left,right,Property Damage. No Injured Reported,0,Other car changed lanes into AV's lane of travel
30270-11713,8,Motorcycle,rear,front left + front right,Fatality,0.1,AV slowing for right turn; motorcycle rear-ended AV
30270-11608,2,Pickup Truck,right,left,Property Damage. No Injured Reported,0.9,AV hit parked flatbed truck while exiting parking spot
30270-11794,19,Pickup Truck,left,right,Minor W/ Hospitalization,0,Third-party car ran red light causing chain-reaction crash
30270-11698,16,Animal,front left,,Property Damage. No Injured Reported,0.6,AV hit domestic animal that emerged from behind parked car
30270-11821,0,SUV,front right,rear right,Property Damage. No Injured Reported,0,AV stationary in traffic; SUV in front reversed into AV
30270-11739,3,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV slowing for stop sign; rear-ended by passenger car
30270-11702,0,SUV,rear right,front right,Property Damage. No Injured Reported,0,AV stationary at red light; rear-ended by SUV
30270-11792,17,Pickup Truck,right,rear,Property Damage. No Injured Reported,0,Pickup truck reversed into AV's lane during U-turn
30270-11716,0,Pickup Truck,front right,rear right,Property Damage. No Injured Reported,0,AV stopped yielding; pickup truck reversed into AV
30270-11850,1,SUV,rear right,front right,Property Damage. No Injured Reported,0,AV slowing for emergency siren; rear-ended by SUV
30270-11755,0,SUV,front,front,Property Damage. No Injured Reported,0,AV stationary in traffic; SUV crossed center line into AV
30270-11742,12,SUV,front,right,Property Damage. No Injured Reported,0.1,SUV emerged from behind train into AV's lane
30270-11789,0,SUV,front,front,Minor W/ Hospitalization,0,AV stationary in traffic; SUV crossed center line into AV
30270-11851,0,Passenger Car,rear,front left,Property Damage. No Injured Reported,0,AV stationary; rear-ended by passenger car from behind
30270-11805,8,Other Fixed Object,front right,,Property Damage. No Injured Reported,0.9,AV drove into hanging chain at parking lot exit
30270-11771,2,Heavy Truck,front,rear left,Property Damage. No Injured Reported,0.8,AV maneuvering around truck hit its loading ramp
30270-11715,0,Heavy Truck,front right,rear right,Property Damage. No Injured Reported,0,AV stationary; heavy truck reversed into stopped AV
30270-11718,17,Passenger Car,front,rear left,Property Damage. No Injured Reported,0.1,Car made sudden right turn without signal in front of AV
30270-11762,29,Passenger Car,front,right,Property Damage. No Injured Reported,0,Other car changed lanes into AV's lane during left turn
30270-11853,0,Heavy Truck,rear,left,Property Damage. No Injured Reported,0,AV stationary; heavy truck sideswiped it on narrow street
30270-11768,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV stationary at stop sign; rear-ended by passenger car
30270-11618,0,Heavy Truck,rear,left,Property Damage. No Injured Reported,0,AV stationary at red light; heavy truck sideswiped it turning
30270-11806,19,Non-Motorist: Cyclist,rear,,Minor W/ Hospitalization,0.1,Cyclist ran stop sign and hit rear of AV from side
30270-11852,0,Heavy Truck,front right,rear right,Property Damage. No Injured Reported,0,AV stationary; tow truck reversed into stopped AV
30270-11802,13,"Other, see Narrative",front right + bottom,unknown,Property Damage. No Injured Reported,0.9,AV drove through standing water in roadway
30270-11629,3,"Other, see Narrative",front,unknown,Property Damage. No Injured Reported,1,AV drove wrong way through exit-only tire spikes
30270-11756,0,Bus,rear,right,Property Damage. No Injured Reported,0,AV stationary at stop sign; bus sideswiped it passing
30270-11831,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV stationary at red light; rear-ended by passenger car
30270-11759,1,Pickup Truck,front,front left,Property Damage. No Injured Reported,0.5,AV changing lanes; pickup in target lane moved forward into AV
30270-11790,0,Passenger Car,rear,front left,Property Damage. No Injured Reported,0,AV stationary; rear-ended by passenger car from behind
30270-11701,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV stationary; rear-ended by passenger car from behind
30270-11769,12,SUV,rear,front right,Property Damage. No Injured Reported,0,SUV pulled out of driveway into side of passing AV
30270-11839,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV stationary at stop sign; rear-ended by passenger car
30270-11623,8,Pickup Truck,rear left,front,Property Damage. No Injured Reported,0.4,AV changing lanes; pickup in prior lane moved forward into AV
30270-11692,3,Passenger Car,front right,rear right,Property Damage. No Injured Reported,0.1,AV was backing but passenger car reversed into AV's front
30270-11612,14,SUV,left + right,right,Property Damage. No Injured Reported,0.2,Both turning left; SUV in left-turn-only lane went straight
30270-11637,20,SUV,left,front,Property Damage. No Injured Reported,0.1,SUV made unprotected left turn into AV going straight on green
30270-11761,0,Bus,rear,right,Property Damage. No Injured Reported,0,AV parked; bus reversed and changed lanes into AV
30270-11609,0,Bus,rear,right,Property Damage. No Injured Reported,0,AV stationary in traffic; bus sideswiped it passing
30270-11627,0,Van,left,right,Property Damage. No Injured Reported,0,AV parked; passenger opened door into path of passing van; not AV system fault
30270-11664,2,SUV,rear,right,Property Damage. No Injured Reported,0.2,AV proceeded forward into SUV's open door after light change
30270-11695,0,Passenger Car,front right,rear right,Property Damage. No Injured Reported,0,AV stationary; passenger car reversed into stopped AV
30270-11760,21,Passenger Car,rear left,front,Property Damage. No Injured Reported,0,Other car changed lanes into AV's lane of travel
30270-11791,0,Passenger Car,left,right,Minor W/O Hospitalization,0,AV stationary; chain-reaction pushed car into stopped AV
30270-11766,9,"Other, see Narrative",rear left + bottom,unknown,Property Damage. No Injured Reported,0.9,AV undercarriage scraped pavement at parking lot entrance
30270-11625,1,Motorcycle,rear right,front right,Property Damage. No Injured Reported,0,AV nearly stopped; motorcycle rear-ended AV from behind
30270-11840,26,Animal,front right,,Unknown,0.6,AV hit cat that emerged from behind parked vehicle
30270-11724,0,Pickup Truck,left,left,Property Damage. No Injured Reported,0,AV stationary; pickup sideswiped it on narrow street
30270-11738,0,Motorcycle,rear left,front right,Minor W/O Hospitalization,0,AV stopped/slow; motorcycle changed lanes into AV's rear
30270-11717,3,Passenger Car,rear,left,Property Damage. No Injured Reported,0.1,Car made wide right turn entering AV's lane of travel
30270-11758,0,SUV,rear right,front right,Property Damage. No Injured Reported,0,AV stationary in traffic queue; rear-ended by SUV
30270-12008,0,Passenger Car,front right,rear right,Property Damage. No Injured Reported,0,AV stationary; passenger car reversed into stopped AV
30270-12052,0,Passenger Car,rear,left,Property Damage. No Injured Reported,0,AV parked; passenger car sideswiped stationary AV passing
30270-11996,20,"Other, see Narrative",front right + rear right + bottom,unknown,Property Damage. No Injured Reported,0.9,AV drove through standing water causing damage
30270-11925,0,Heavy Truck,rear,left,Property Damage. No Injured Reported,0,AV stationary yielding; heavy truck sideswiped it passing
30270-11859,31,SUV,right + rear left,front,No Injured Reported,0,SUV changed lanes from center into AV's lane of travel
30270-11882,0,SUV,rear,left,Property Damage. No Injured Reported,0,AV stationary yielding; SUV sideswiped it on narrow street
30270-11855,0,First Responder Vehicle,rear,left,Property Damage. No Injured Reported,0,AV stationary yielding; ambulance sideswiped it passing
30270-12012,1,Pickup Truck,rear,front left,Minor W/O Hospitalization,0,AV slowing in traffic; rear-ended by pickup truck
30270-12000,0,SUV,front right,rear right,Property Damage. No Injured Reported,0,AV parked; SUV reversed into stationary AV
30270-12053,0,Pickup Truck,rear right,front right,Property Damage. No Injured Reported,0,AV stopped for debris; rear-ended by pickup truck
30270-11863,0,Pickup Truck,left,rear left,Property Damage. No Injured Reported,0,AV parked; pickup reversed across road into stationary AV
30270-11858,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV stationary at red light; rear-ended by passenger car
30270-11949,0,SUV,front right,rear right,Property Damage. No Injured Reported,0,AV stationary; SUV reversed into stopped AV
30270-11958,0,Bus,front right,rear right,Property Damage. No Injured Reported,0,AV stationary in traffic; bus reversed into stopped AV
30270-11929,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV stationary; chain-reaction rear-end pushed car into AV
30270-11926,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV stationary at red light; rear-ended by passenger car
30270-11962,2,Pickup Truck,rear right,front right,Property Damage. No Injured Reported,0,AV stopped in traffic; pickup rear-ended AV from behind
30270-11908,36,SUV,rear left,front,Minor W/O Hospitalization,0,SUV changed lanes into AV's lane of travel
30270-12062,1,Passenger Car,rear,front left,Property Damage. No Injured Reported,0,AV slowing for pickup; car tried to pass and hit AV
30270-11924,0,Heavy Truck,rear,right,Property Damage. No Injured Reported,0,AV parked; heavy truck sideswiped stationary AV passing
30270-11997,0,"Other, see Narrative",unknown,unknown,Unknown,0.15,AV stopped on freeway for 2+ min causing dangerous situation
30270-11999,20,"Other, see Narrative",rear,unknown,Property Damage. No Injured Reported,0.2,Basketball rolled into AV's lane; AV ran over it
30270-12013,0,Heavy Truck,front left,left,Property Damage. No Injured Reported,0,AV stationary; heavy truck sideswiped stopped AV passing
30270-12059,0,"Other, see Narrative",rear,left,Property Damage. No Injured Reported,0,AV stationary yielding; tow truck sideswiped it passing
30270-11838,0,Pickup Truck,rear right,front right,Property Damage. No Injured Reported,0,AV stopped for animal; rear-ended by pickup truck
30270-11955,0,Van,rear,rear,Property Damage. No Injured Reported,0,AV stationary yielding; van sideswiped it on narrow street
30270-11992,0,SUV,right,left,Property Damage. No Injured Reported,0,AV stopped with door open; SUV passing hit the open door; not AV system fault
30270-11841,0,Passenger Car,rear right,front right,Moderate W/ Hospitalization,0,AV stationary at stop sign; rear-ended by passenger car
30270-11998,1,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV slowing for yellow light; rear-ended by passenger car
