reportID,speed,crashwith,svhit,cphit,severity,faultfrac,reasoning
30610-11563,0,Pickup Truck,rear,front left,Property Damage. No Injured Reported,0,Zoox stopped at light; pickup illegally passed and struck left rear
30610-11587,11,Heavy Truck,front + left,front left + front right,Property Damage. No Injured Reported,0,Tractor-trailer ran stop sign into Zoox path; unavoidable
30610-11497,0,SUV,rear left,front,Property Damage. No Injured Reported,0,SUV abruptly reversed without signal while Zoox was passing
30610-11902,1,Heavy Truck,top + rear,front,Property Damage. No Injured Reported,0,Box truck made unprotected left across Zoox's green; unavoidable
30610-11856,0,Heavy Truck,front left + front right,rear + rear right,Property Damage. No Injured Reported,0,Truck reversed into stopped Zoox despite Zoox honking
30610-13123,0,Pickup Truck,rear right,front right,Property Damage. No Injured Reported,0,Zoox slowing for right turn; rear-ended by inattentive pickup
30610-11847,30,SUV,left + rear,front left,Property Damage. No Injured Reported,0,SUV veered right into Zoox's lane without signal; unavoidable
30610-13376,0,SUV,rear + rear right,front left + front right,Property Damage. No Injured Reported,0,Zoox stopped after starting from green; rear-ended by SUV
30610-13660,1,Passenger Car,front,rear left,Property Damage. No Injured Reported,0,Two cars cut across Zoox path for illegal right turn from through lane
30610-13661,1,Pickup Truck,rear left + rear right,front + front right,Property Damage. No Injured Reported,0,Zoox braked for road debris; rear-ended by close-merging pickup
30610-13662,0,Heavy Truck,front left + front right,rear + rear right,Property Damage. No Injured Reported,0,Box truck reversed liftgate into stopped Zoox despite honking
30610-13818,15,Passenger Car,right,left,Unknown,0,Parked car door rapidly opened into Zoox path on green; unavoidable
30610-14026,9,SUV,front left,front,Property Damage. No Injured Reported,0,SUV pulled out of parallel parking into Zoox path; unavoidable
30610-14339,1,Non-Motorist: Cyclist,rear left,,Property Damage. No Injured Reported,0,Zoox yielding mid-turn for ped; cyclist entered crosswalk and struck
30610-14341,7,SUV,front left,front,Unknown,0,SUV abruptly entered Zoox's path through green; unavoidable
30610-14340,0,Pickup Truck,rear right,front right,No Injured Reported,0,Zoox stopped at red light; rear-ended by pickup before pulling off
30610-14263,5,Heavy Truck,front left,left,Property Damage. No Injured Reported,0,Dumpster truck swerved into Zoox's path during left turn; unavoidable
30610-14342,25,Passenger Car,front left + right,front,Property Damage. No Injured Reported,0,Car turned right from parking lot violating Zoox ROW; unavoidable
30610-14388,0,Passenger Car,front,front left,Property Damage. No Injured Reported,0,Zoox stopped mid-lane-change; inattentive car accelerated into it
30610-14366,5,SUV,right,rear left + rear right,Property Damage. No Injured Reported,0,SUV reversed from parking spot into low-speed Zoox; unavoidable
30610-14519,0,SUV,rear + rear right,front left + front right,Property Damage. No Injured Reported,0,Zoox stopped for cross-traffic ROW violation; rear-ended by SUV
30610-14419,0,Passenger Car,rear,front,Property Damage. No Injured Reported,0,Zoox stopped with hazards for pickup; passing car sideswiped
30610-14656,21,Passenger Car,front left,front,Property Damage. No Injured Reported,0,Car turned right from parking lot violating Zoox ROW; unavoidable
30270-4484,0,Heavy Truck,rear left,front left,No Injuries Reported,0,Waymo stopped; garbage truck squeezed past parked SUV and clipped rear
30270-4363,11,Other Fixed Object,front left + front + front right + right + rear right,,No Injuries Reported,1,Waymo drove into parking lot barrier arm
30270-4768,8,Motorcycle,front right,unknown,No Injuries Reported,0.1,"Riderless minibike tumbled into Waymo's lane; max brake, unavoidable"
30270-4882,0,Pickup Truck,rear left,front right,No Injuries Reported,0,Waymo stopped at stop sign yielding; rear-ended by pickup
30270-4881,34,Passenger Car,rear left,front left + front + front right,No Injuries Reported,0,Other car ran red light at intersection; struck and left scene
30270-4880,0,First Responder Vehicle,rear left,right,No Injuries Reported,0,Waymo stopped in lot; tow truck reversed into rear sensor
30270-5083,14,Passenger Car,left,front left + front,No Injuries Reported,0,Waymo making left turn; cross vehicle struck left side and fled
30270-5081,12,Other Fixed Object,front,,No Injuries Reported,0.5,Waymo struck cardboard debris in intersection; visibility ambiguous
30270-5085,0,Heavy Truck,rear left,front left,No Injuries Reported,0,Waymo stopped yielding; passing truck's tire clipped rear sensor
30270-5319,0,Heavy Truck,front left,rear right,No Injuries Reported,0,Truck reversing across road into driveway clipped stationary Waymo
30270-5114,,"Other, see Narrative",rear right,unknown,No Injuries Reported,0.2,Waymo's tire struck pothole and deflated
30270-5318,2,Other Fixed Object,front left + front + front right,,No Injuries Reported,0.7,Waymo drove into chain barrier exiting parking lot
30270-5208,0,Heavy Truck,rear left,left,No Injuries Reported,0,Waymo stopped yielding; passing truck clipped rear sensor
30270-5593,0,SUV,rear left,front right,No Injuries Reported,0,Waymo parked at curb; passing SUV struck rear driver-side
30270-5588,5,Passenger Car,front right,front left + front,No Injuries Reported,0,Car exited driveway into Waymo's right-turn lane; unavoidable
30270-5592,0,SUV,front right,left,No Injuries Reported,0,Waymo stopped behind reversing SUV; SUV's parking maneuver clipped Waymo
30270-5591,1,Van,rear,front left + front,No Injuries Reported,0,Waymo slowed for yellow light; van behind rear-ended
30270-5760,0,Heavy Truck,front left,left,No Injuries Reported,0,U-Haul reversing into lot re-entered lane and struck stopped Waymo
30270-5756,32,Passenger Car,left,rear left,No Injuries Reported,0,Oncoming car veered across centerline into Waymo; fled
30270-5456,0,Non-Motorist: Cyclist,front left + front,,No Injuries Reported,0,Waymo stopped for wrong-way traffic; cyclist clipped front and fled
30270-5612,8,"Other, see Narrative",bottom,unknown,No Injuries Reported,0.3,Waymo undercarriage struck parking lot speed bump
30270-5611,10,"Other, see Narrative",bottom,unknown,No Injuries Reported,0.3,Waymo undercarriage struck parking lot speed bump
30270-5758,6,Passenger Car,front right,rear left,No Injuries Reported,1,Waymo's pullover maneuver struck parked car's rear bumper
30270-5961,0,Pickup Truck,rear,front,No Injuries Reported,0,Waymo stopped at stop sign for peds; rear-ended by pickup
30270-5957,0,Van,right,rear left + rear + rear right,No Injuries Reported,0,Waymo stopped in lot; van reversed out of adjacent parking spot into right side
30270-5958,0,Passenger Car,rear right,front left + front,No Injuries Reported,0,Waymo parallel-parked; car pulled up behind and contacted rear
30270-5959,1,Passenger Car,rear left + rear + rear right,front left + front + front right,No Injuries Reported,0,Waymo started left turn from green; following car rear-ended and fled
30270-5960,0,Pickup Truck,rear left,rear right,No Injuries Reported,0,Waymo parallel-parked; pickup behind reversed into rear during exit
30270-6133,0,SUV,front right,rear left,No Injuries Reported,1,Waymo backing during merge maneuver struck stopped SUV
30270-5997,3,Passenger Car,rear left + rear + rear right,front left + front + front right,Minor,0,Waymo braked for tree branch in lane; rear-ended by car
30270-5896,0,Passenger Car,front left + front + front right,front left + front + left,No Injuries Reported,0,Oncoming car crossed into Waymo's lane and struck front; fled
30270-6131,0,Passenger Car,rear left,rear right,No Injuries Reported,0,Waymo parallel-parked; car reversed from driveway across street into rear
30270-6132,0,Passenger Car,rear left,right,No Injuries Reported,0,Waymo stopped at red light; passing car's door clipped rear left
30270-6342,17,SUV,rear left,front right,No Injuries Reported,0,SUV passing Waymo cut into its lane during right lane change; fled
30270-6337,0,Pickup Truck,rear,front,No Injuries Reported,0,Waymo parked at curb; pickup deliberately pushed into rear then left
30270-6347,1,Passenger Car,rear left,front left,No Injuries Reported,0,Waymo slowed in roundabout for traffic; rear-ended by car behind
30270-6341,0,"Other, see Narrative",unknown,right,No Injuries Reported,0.1,Waymo at red; fire engine maneuvered around and clipped third-party SUV
30270-6150,8,Pickup Truck,left,front right,No Injuries Reported,0.6,Waymo merged into adjacent pickup's lane for late left turn; struck
30270-6335,0,Passenger Car,front,rear + rear right,No Injuries Reported,0,Waymo parked at curb; car in front reversed into front and fled
30270-6338,1,SUV,front right,front left,No Injuries Reported,0,SUV ran two-way stop sign through Waymo's intersection
30270-6198,3,Passenger Car,rear,front,No Injuries Reported,0,Waymo stopping for red light; car behind rear-ended
30270-6149,0,Passenger Car,rear left + rear + rear right,front left + front + front right,Unknown,0,Waymo stopped at red for crosswalk; rear-ended by car
30270-6346,0,Heavy Truck,front left,right,No Injuries Reported,0.1,Waymo backing to clear reversing truck's path; trailer clipped front corner
30270-6336,0,SUV,rear,front,Minor,0,Waymo stopped after starting from green; rear-ended by close SUV
30270-6520,0,Passenger Car,rear right,unknown,No Injuries Reported,0,Waymo stopped in lot; car squeezing past clipped right rear sensor
30270-6517,0,Heavy Truck,front left + front + front right,unknown,No Injuries Reported,0,Waymo parked at curb; truck in front reversed into front
30270-6521,0,"Other, see Narrative",front,rear,No Injuries Reported,0,Waymo stopped; pickup hauling trailer ahead reversed into front
30270-6516,1,Passenger Car,rear,unknown,No Injuries Reported,0,Waymo slowed for stopped traffic ahead; rear-ended by car
30270-6368,12,Pickup Truck,left + top,front right,No Injuries Reported,0,Pickup harassed and sideswiped Waymo; passengers threw items
30270-6352,0,Passenger Car,rear left,front right,No Injuries Reported,0,Waymo parked for pickup; passing car clipped rear driver-side
30270-6405,8,Passenger Car,front left,front right,No Injuries Reported,0.5,Bus occluded cross traffic; Waymo proceeded too soon into oncoming car's path
30270-6515,0,Passenger Car,rear left,rear,No Injuries Reported,0,Waymo parked; car across street reversed into rear bumper
30270-6519,0,"Other, see Narrative",front right,rear left,No Injuries Reported,0,Pickup hauling food truck trailer reversed into stopped Waymo
30270-6518,0,Passenger Car,left,unknown,No Injuries Reported,0,Waymo parked; car reversed from across-street driveway into door
30270-6514,0,Bus,rear left,right,No Injuries Reported,0,Waymo stopped; passing bus clipped rear sensor
30270-6667,1,Passenger Car,rear + rear right,front,No Injuries Reported,0,Waymo yielding to crossing pedestrian; rear-ended by car
30270-6661,0,Pickup Truck,rear,front,No Injuries Reported,0,Waymo stopped for leaning stop sign at intersection; rear-ended
30270-6542,6,"Other, see Narrative",unknown,rear left + rear + rear right,Unknown,0,Waymo braked for tree branches; two cars behind collided with each other
30270-6668,3,Passenger Car,rear left,front right,No Injuries Reported,0,Waymo slowed for red light; rear-ended by car
30270-6561,19,"Other, see Narrative",front right + right,unknown,No Injuries Reported,0.6,Waymo exited parking lot as automatic gate was closing; clipped side
30270-6663,1,Passenger Car,left,rear right,No Injuries Reported,0.1,Waymo passing perpendicularly-parked car; car began reversing into left side
30270-6666,0,Van,front left,rear left,No Injuries Reported,0,Waymo stopped for drop-off; van passing clipped front tire
30270-6662,0,Passenger Car,rear left,right,No Injuries Reported,0,Waymo stopped behind unloading van; passing car clipped rear left
30270-6385,0,Passenger Car,rear left,front right,No Injuries Reported,0,Waymo stopped during right turn for skateboarder; rear-ended
30270-6664,0,Van,rear left,right,No Injuries Reported,0,Waymo stopped in lot; passing shuttle van clipped rear left corner
30270-6548,8,"Other, see Narrative",bottom,unknown,No Injuries Reported,0.8,Waymo entered construction zone lane; front wheel dropped off removed pavement
30270-6566,50,Passenger Car,rear left + rear + rear right,front left + front + front right,Minor,0,Waymo accelerated to mitigate fast-closing rear vehicle; still rear-ended
30270-6838,2,"Other, see Narrative",front left + front + front right,unknown,No Injuries Reported,0.7,Waymo struck hanging chain barrier in parking lot
30270-6855,0,Van,left,front right,No Injuries Reported,0.4,Waymo nudging left in stop-go traffic; adjacent van accelerated and clipped
30270-6765,0,Passenger Car,rear left + rear + rear right,front left + front + front right,No Injuries Reported,0,Waymo stopped to clear intersection for emergency vehicle; rear-ended
30270-6854,10,"Other, see Narrative",rear right,unknown,No Injuries Reported,0.6,Waymo entered apartment lot as automatic gate was closing; clipped rear sensor
30270-6579,18,Passenger Car,front + front right,front left + front + left + rear left,Serious,0,Cross car ran red at Waymo's intersection and then struck pedestrians
30270-6907,2,Pickup Truck,rear right,rear left,No Injuries Reported,0,Pickup angle-parked began reversing as Waymo proceeded past
30270-6906,23,Passenger Car,front + front right,rear left,Minor,0.1,"Cross car ran red, struck SUV ahead; spinning vehicle hit Waymo's front"
30270-6879,2,Passenger Car,rear left + rear + rear right,front left + front + front right,Minor,0,Waymo braked at intersection; car behind rear-ended
30270-7013,35,Pickup Truck,front left + front,front left + front,No Injuries Reported,0.5,Waymo struck pickup being towed backwards at angle partially in lane
30270-6878,23,Pickup Truck,front left + front,front left + front,No Injuries Reported,0.5,Different Waymo struck same towed pickup at angle partially in lane
30270-7015,0,Heavy Truck,front,right,No Injuries Reported,0,Heavy truck reversed into stopped Waymo after both began left turn
30270-7014,0,Passenger Car,front,left,No Injuries Reported,0,Waymo parked near garage exit; car turning out struck front and fled
30270-7018,0,Pickup Truck,left,rear left,No Injuries Reported,0,Waymo parked at curb; pickup reversed from across-street driveway into door
30270-7007,0,Heavy Truck,front,rear,No Injuries Reported,0,Heavy truck repeatedly reversed; second reverse contacted stopped Waymo
30270-7006,3,Motorcycle,rear left,rear right,No Injuries Reported,0,Lane-splitting motorcycle clipped Waymo's rear sensor and fled
30270-6901,10,Passenger Car,rear,front left + front,No Injuries Reported,0,Waymo yielding to initiate left turn; rear-ended by car behind
30270-7020,0,SUV,rear left + rear + rear right,rear left,No Injuries Reported,0,Waymo stopped for peds in lot; adjacent SUV reversed into rear
30270-6883,0,Van,rear,front left,Minor,0.1,Waymo braked when protected-left arrow ended; rear-ended by van
30270-7019,12,Passenger Car,rear + rear right,front left + front,No Injuries Reported,0,Waymo braked for slowing lead vehicles; car changing lanes rear-ended
30270-7012,33,Passenger Car,front left,right,No Injuries Reported,0,SUV's right lane change cascaded; adjacent car pushed into Waymo's lane
30270-7017,13,Passenger Car,rear right,front left,No Injuries Reported,0,Waymo braking for red light; rear-ended by following car
30270-7021,0,SUV,rear left,rear left,No Injuries Reported,0,Waymo stopped for passenger pickup; oncoming SUV clipped rear driver-side
30270-7162,0,Passenger Car,front right,rear right,No Injuries Reported,0,Waymo stopped mid-left-turn; another vehicle's collision propelled into Waymo
30270-6932,12,SUV,front left + front + front right,left,Unknown,0,SUV with trailer ran red light at high speed through Waymo's green
30270-7158,0,SUV,left,rear right,No Injuries Reported,0,SUV with flat tire crashed in adjacent lane; pushed SUV into stopped Waymo
30270-7058,10,"Other, see Narrative",rear right,unknown,No Injuries Reported,0.6,Waymo entered apartment lot as automatic gate was closing; clipped rear corner
30270-6981,0,Motorcycle,unknown,unknown,No Injuries Reported,0.6,"Waymo started forward on red; moped braked and fell on wet road, no contact"
30270-7157,0,SUV,rear left,left,Unknown,0,Waymo stopped yielding in narrow street; oncoming SUV clipped rear and fled
30270-7048,2,"Other, see Narrative",front right,unknown,No Injuries Reported,0.8,Waymo's multi-point turn drove over one-way parking lot spikes
30270-7160,7,"Other, see Narrative",unknown,unknown,Unknown,0,Waymo making left turn; third-party collision with no Waymo contact
30270-7071,0,Passenger Car,rear left,right,No Injuries Reported,0,Waymo stopped behind lead vehicle; car changing into turn lane clipped rear
30270-7054,35,"Other, see Narrative",front right,unknown,No Injuries Reported,0.2,Waymo's tire struck rock in road and deflated
30270-7161,0,Bus,rear left,left,No Injuries Reported,0,Waymo stopped at stop sign; bus making narrow left turn clipped rear
30270-7159,0,SUV,rear left + rear + rear right,front left + front + front right,No Injuries Reported,0,Waymo stopped in traffic at red light; rear-ended by SUV
30270-7156,0,Heavy Truck,front left + front + front right,rear left + rear + rear right,No Injuries Reported,0,Waymo stopped behind construction truck; truck reversed into front
30270-7257,0,Passenger Car,rear,front,Minor,0,Waymo stopped in queue at red light; car behind rear-ended
30270-7315,0,Heavy Truck,front right,rear left,No Injuries Reported,0,Waymo exiting parking space; truck ahead reversed into right side
30270-7190,1,Motorcycle,rear right,front left,No Injuries Reported,0,Waymo proceeded from green then braked; close-following motorcycle rear-ended
30270-7075,11,Non-Motorist: Cyclist,front right,,Minor,0.2,Cyclist occluded by delivery truck cut sharp left without yielding at 4-way
30270-9169,12,Other Fixed Object,front + bottom,,No Injuries Reported,0.7,Waymo struck construction fence partially in lane
30270-7318,0,Passenger Car,rear + rear right,front right,No Injuries Reported,0,Waymo yielding for pedestrian during right turn; rear-ended
30270-7311,0,SUV,rear,front,No Injuries Reported,0,Waymo stopped at light; rear-ended by car and fled
30270-7312,26,"Other, see Narrative",front,unknown,No Injuries Reported,0.2,Waymo struck small (<12in) white object in lane
30270-7309,0,SUV,rear,front,No Injuries Reported,0,Waymo stopped at red; rear-ended by SUV and fled
30270-7316,0,Passenger Car,rear left + rear + rear right,front left + front + front right,Unknown,0,Waymo stopped at red; rear-ended by car
30270-7308,8,Other Fixed Object,right,,No Injuries Reported,0.6,Waymo approached gate as it began closing; right side struck door
30270-7313,0,Heavy Truck,front left,right,No Injuries Reported,0,Heavy truck reversing into driveway; trailer struck stopped Waymo
30270-7536,0,SUV,rear,front,No Injuries Reported,0,Waymo stopped for passenger pickup; rear-ended by SUV
30270-7423,0,SUV,rear left,front right,No Injuries Reported,0,Waymo stopped at stop sign yielding; rear-ended by SUV
30270-7530,0,SUV,rear left,right,No Injuries Reported,0,Waymo stopped at railroad crossing; SUV changing lanes clipped rear
30270-7306,14,Passenger Car,front left + front,right,No Injuries Reported,0,Cross car turned right from wrong lane across Waymo's green path; fled
30270-7380,22,Passenger Car,rear left + rear + rear right,front left + front + front right,Minor,0,Car ran stop sign and twice rear-ended Waymo
30270-7540,0,SUV,rear left,front right,No Injuries Reported,0,Waymo stopped in queue after left turn; rear-ended and fled
30270-7528,2,Passenger Car,rear,front,No Injuries Reported,0,Waymo stopped at stop sign; rear-ended by car
30270-7542,0,Passenger Car,right,left,No Injuries Reported,0,Waymo stopped in traffic; car illegally in bus lane clipped right side
30270-7424,11,Passenger Car,front left,front,No Injuries Reported,0.2,Oncoming car appeared to yield then turned left across Waymo's path
30270-7531,8,Pickup Truck,rear left,front right,Minor,0,Waymo braked for lead vehicle slowing for left turn; rear-ended by pickup
30270-7421,25,Passenger Car,front left + front,right + rear right,Minor,0,Oncoming car cut across occluded by stopped SUV; ROW violation
30270-7538,0,SUV,front + front right,rear,No Injuries Reported,0,Waymo stopped at curb; SUV ahead reversed into front
30270-7543,2,"Other, see Narrative",unknown,unknown,No Injuries Reported,0,Waymo slowed; two other cars collided without Waymo contact
30270-7522,0,Passenger Car,front,rear right,No Injuries Reported,0,Car doing multi-point turn reversed into stopped Waymo and fled
30270-7529,0,SUV,rear + rear right,front,No Injuries Reported,0,Waymo stopped behind loading SUV; rear-ended by trailing SUV and fled
30270-7515,19,"Other, see Narrative",front right + rear right,unknown,No Injuries Reported,0.5,Bus encroached into Waymo's lane; Waymo moved right and struck curb
30270-7525,0,Passenger Car,front left + left,rear left,No Injuries Reported,0,Car reversed out of driveway across Waymo's path; clipped front left
30270-7532,12,"Other, see Narrative",left + rear left,unknown,No Injuries Reported,0.1,Construction object rolled into Waymo's lane; Waymo couldn't fully avoid
30270-7533,19,Other Fixed Object,front left + rear right,,No Injuries Reported,0.3,Waymo swerved left avoiding SUV lane change; struck median curb
30270-7527,0,Passenger Car,rear + rear right,front left + front,No Injuries Reported,0,Waymo stopped at red; rear-ended by car
30270-7573,7,Passenger Car,rear right,front right,No Injuries Reported,0,Wrong-way car ran red into Waymo's green path
30270-7720,0,Pickup Truck,right,front left,No Injuries Reported,0,Pickup with trailer exiting gas station turned right and clipped stopped Waymo
30270-7425,0,Heavy Truck,front,rear,No Injuries Reported,0,Waymo stopped behind heavy truck; truck reversed into front
30270-7719,0,Passenger Car,rear,front,No Injuries Reported,0,Waymo yielding for unprotected left turn; rear-ended
30270-7728,0,SUV,front,rear,No Injuries Reported,0,Waymo stopped; SUV reversing from angled parking spot struck front
30270-7722,0,Passenger Car,rear left,right + rear right,Minor,0,Waymo stopped at stop sign for right turn; passing car clipped rear left
30270-7721,0,Passenger Car,rear + rear right,front + front right,No Injuries Reported,0,Waymo yielding to exit shopping center driveway; rear-ended
30270-7727,1,Passenger Car,rear,front,No Injuries Reported,0,Waymo slowing for stop sign; rear-ended and fled
30270-9192,5,Other Fixed Object,front,,No Injuries Reported,0.4,Gate arm swung down as Waymo entered after SUV exited
30270-7726,0,Passenger Car,rear,front left,No Injuries Reported,0,Car behind Waymo proceeded with driver's door open and rear-ended
30270-7724,0,Pickup Truck,front left,rear right,No Injuries Reported,0.1,Waymo stopped behind pickup after aborted lane change; pickup reversed into front
30270-7729,4,"Other, see Narrative",front left + top,unknown,No Injuries Reported,0.7,Waymo struck hanging chain entering parking lot
30270-7953,0,SUV,left,front right,No Injuries Reported,0,Parked Waymo struck by SUV that reversed 113m back into it
30270-7793,0,Passenger Car,left,front left + front + front right,No Injuries Reported,0,Waymo proceeded from green for left turn; cross car ran red at high speed
30270-7718,0,Heavy Truck,front,rear,No Injuries Reported,0,Waymo slowed behind heavy truck; truck reversed into front and fled
30270-7936,3,"Other, see Narrative",front left + front + front right,unknown,No Injuries Reported,0.7,Waymo struck hanging chain entering parking lot
30270-7944,7,Passenger Car,right,rear left + rear,No Injuries Reported,0,Car reversed from parking spot into Waymo's right side in lot; fled
30270-7647,0,Heavy Truck,rear left,left,No Injuries Reported,0,Waymo stopped at right; passing heavy truck clipped rear left
30270-7943,0,Passenger Car,rear,front left,No Injuries Reported,0,Waymo stopped at red light; rear-ended by car
30270-7941,4,Passenger Car,right,rear left,No Injuries Reported,0,Car reversed from parking spot into Waymo's right side in lot
30270-7733,19,SUV,front left,right,Moderate,0,SUV overtook Waymo then cut across for illegal right turn; ROW violation
30270-7945,1,Passenger Car,rear,front,Unknown,0,Waymo slowed mid-left-turn as light turned red; rear-ended by close car
30270-7794,8,Pole / Tree,front,,No Injuries Reported,1,Waymo struck utility pole in alley during parking maneuver
30270-7730,0,Passenger Car,left,rear,No Injuries Reported,0,Waymo yielding to ped in lot; car reversed from parking spot into door
30270-7950,0,SUV,front right,rear left,No Injuries Reported,0.1,Waymo lane-changing right; SUV ahead reversed to parallel park
30270-7795,2,"Other, see Narrative",front right,rear right,No Injuries Reported,0,Waymo slowing for peds in lot; utility vehicle backed into right side
30270-7946,0,Heavy Truck,front right,rear right,No Injuries Reported,0,Waymo stopped behind heavy truck in lot; truck reversed into front
30270-7637,3,SUV,front right + right,front right,Unknown,0,SUV passed traffic in bike lane and crossed into Waymo's left-turn path
30270-7877,2,Other Fixed Object,right + rear right,,No Injuries Reported,0.5,Waymo entering driveway; partially open gate clipped right side
30270-7639,0,Motorcycle,rear right,unknown,No Injuries Reported,0,Waymo stopped in traffic; lane-splitting motorcycle clipped rear and fled
30270-7938,,"Other, see Narrative",unknown,unknown,No Injuries Reported,0,"Waymo slowed for oncoming fire engine; no contact, third-party allegation"
30270-7934,0,SUV,left,rear right,No Injuries Reported,0,Waymo stopped yielding; SUV reversed out of driveway into door
30270-7631,10,Passenger Car,left + rear left,rear left,No Injuries Reported,0,Car stopped in crosswalk then reversed through intersection into Waymo's right turn
30270-7952,0,Pickup Truck,front left + front,rear + rear right,No Injuries Reported,0,Waymo stopped behind pickup at red; pickup reversed into front
30270-7939,0,Van,rear left,right,No Injuries Reported,0,Waymo stopped; parallel-parked van pulled out around it and clipped rear left
30270-7949,0,SUV,front + front right,rear left + rear,No Injuries Reported,0,Waymo stopped at red; car ahead reversed into front and fled
30270-7947,3,"Other, see Narrative",front,unknown,No Injuries Reported,0.6,Waymo struck hanging rope at parking lot entrance
30270-7734,2,Passenger Car,rear left + rear,front + front right,Minor,0,Waymo yielding mid-right-turn for U-turning car; rear-ended
30270-7935,0,Van,rear left,right,No Injuries Reported,0,Waymo stopped curbside for pickup; passing van clipped rear left
30270-7813,3,Pickup Truck,rear left + rear + rear right,front left + front + front right,Minor,0,Waymo creeping forward from green in traffic; pickup behind rear-ended
30270-7940,9,SUV,front left,right,No Injuries Reported,0,SUV illegally turned right from through lane across Waymo's intersection path
30270-7942,16,Pickup Truck,front left,right,No Injuries Reported,0,Pickup illegally changed lanes from dedicated left-turn lane into Waymo
30270-8156,2,SUV,front right,rear left,No Injuries Reported,1,Waymo's parking exit maneuver struck parked SUV ahead
30270-8027,0,Passenger Car,rear left + rear + rear right,front left + front + front right,No Injuries Reported,0,Waymo stopped at red; high-speed car rear-ended and fled
30270-7998,0,Passenger Car,left,right,No Injuries Reported,0,Waymo stopped curbside for dropoff; passing SUV clipped driver mirror
30270-7855,0,Passenger Car,rear left,right,No Injuries Reported,0,Waymo stopped curbside yielding to peds; passing car's mirror clipped rear
30270-8120,35,Animal,rear left + bottom,,No Injuries Reported,0,Cat darted into roadway at 35mph; unavoidable
30270-8634,36,"Other, see Narrative",front right,unknown,No Injuries Reported,0.2,Waymo struck unspecified road debris at 36mph
30270-8145,2,Other Fixed Object,front,,No Injuries Reported,0.9,Waymo's left turn out of driveway struck gate reader box
30270-8124,0,Heavy Truck,front,rear,No Injuries Reported,0,Waymo stopped behind heavy truck; truck reversed into front
30270-8150,0,SUV,rear left,right,No Injuries Reported,0,Waymo stopped curbside for pickup; passing SUV clipped rear driver-side
30270-8158,0,Passenger Car,rear left + rear,front left + front,Minor,0,Waymo stopped at stop sign; rear-ended by car and fled
